<<Start_Log>> 
[2015:09:24:02:47:00]	sCCSettingData::Init()
[2015:09:24:02:47:06]	CDxCapture SetCaptureFile Side2.Avi
[2015:09:24:02:47:06]	_________[ Popup System ] PopupExternalInterface() : standbyPopUp System!!
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 70 wMsgIdx = 0
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 407 wMsgIdx = 0
[2015:09:24:02:47:06]	CNetManager::RecvCCList
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 78 wMsgIdx = 0
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 111 wMsgIdx = 0
[2015:09:24:02:47:06]	[LockKey Result] eLockSysCode_NotMatch : 10666, 0
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 3 wMsgIdx = 0
[2015:09:24:02:47:06]	[CNetManager] RecvVersionn nRgnNo: 7, GetLockSerial : 10666
[2015:09:24:02:47:06]	CNetManager::Net_SendFailedGameData() GameServer Packet ReSend
[2015:09:24:02:47:06]	[CNetManager] SendGetFlagNotice Type = 3
[2015:09:24:02:47:06]	NetManager=> SendSystemSetup()
<<SimulatorValue>> 2 , 1 , 0 , 0 , 40 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 1.000000 , 1 , 0 , 1 , 1 , 5 , 0 , 0 , 1 , 0 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 100.000000 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 1 , 1 , 0 , 1 , 0 , 3 , 7 , 2 , 1 , 4 , 5 , 0 , 0 , 0 , 1 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 1 , 1 , 2 , 0 , 5
[2015:09:24:02:47:06]	GPointEvent::SetGPointEvent() _eventNo : 0, _eventDisable : 0 , _eventMode : 1
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 540 wMsgIdx = 0
[2015:09:24:02:47:06]	[TGiftDropManager::Recv_DropLobbyInfo]
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 105 wMsgIdx = 0
[2015:09:24:02:47:06]	[Recv_TPSC_AdminASPassRqt] 
[2015:09:24:02:47:06]	[CNetManager::]ProcUserMsg wHeader = 13 wMsgIdx = 0
[2015:09:24:02:47:15]	[ Framework System ] EndRegistration() : Framework = Intro
[2015:09:24:02:47:15]	sCCSettingData::SetTournamentTypeGame bTournament : 0, i_bTournament : 0, iTournamentNumber : 0, iTournamentRoundNumber 0
[2015:09:24:02:47:15]	 [Tournament] TRealTournamentDBFactory::DeleteAllData() 
[2015:09:24:02:47:15]	_________[ Schedule System ] CreateWorker() : ID = 0, Infinite = false 
[2015:09:24:02:47:15]	sCCSettingData::SeteGAME_MODE 게임모드 변경 i_eGAME_MODE : 4
[2015:09:24:02:47:15]	[ Framework System ] StartRegistration() : Framework = Title
<<Enter_Lobby>> 
[2015:09:24:02:47:15]	[GS_BILLING] Change selected cc, id = -1
[2015:09:24:02:47:15]	[GS_BILLING] Change course, iNumCourses, 2, iStartHole, 0, iTotalHoles, 18,
[2015:09:24:02:47:15]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:15]	[ Framework System ] ChangeRegistration() : Framework = Title
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 0, Class = CTitleScheduler, Order = 1/2
[2015:09:24:02:47:15]	GC File is not exist
[2015:09:24:02:47:15]	[GS_BILLING][CTitleFramework::StartBalanceCheck] BillingSystem::GetBalanceChecked (), 0,
[2015:09:24:02:47:15]	_________[ Schedule System ] CreateWorker() : ID = 1, Infinite = false 
[2015:09:24:02:47:15]	_________[ Popup System ] OpenPopup() : Success ID = 0, Class = class T::CUIWaitingReplyFromBillingServerPopup, LifeTime = -1.000000
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 1, Class = FeeBalanceInfo, Order = 1/3
[2015:09:24:02:47:15]	_________[ Popup System ] PopupExternalInterface() : Command = getNotificationSmallData, ID = 0, Class = class T::CUIWaitingReplyFromBillingServerPopup, Count = 1
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 0, Class = CTitleScheduler, Order = 2/2
[2015:09:24:02:47:15]	[GS_BILLING][SendBalanceInfo][TPCS_BalanceRqt] nRgnNo, 7,
[2015:09:24:02:47:15]	_________[ Schedule System ] RemoveWorker() : ID = 0 
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 0 Scheduling Done.
[2015:09:24:02:47:15]	_________[ Popup System ] PopupExternalInterface() : Command = openPopUp, ID = 0, Class = class T::CUIWaitingReplyFromBillingServerPopup, Count = 1
[2015:09:24:02:47:15]	[CNetManager::]ProcUserMsg wHeader = 105 wMsgIdx = 0
[2015:09:24:02:47:15]	[Recv_TPSC_AdminASPassRqt] 
[2015:09:24:02:47:15]	[CNetManager::]ProcUserMsg wHeader = 120 wMsgIdx = 0
[2015:09:24:02:47:15]	[GS_BILLING] FeeBalanceInfo::ReceiveBalanceInfo, Step, 2, eResult, 0,
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 1, Class = FeeBalanceInfo, Order = 2/3
[2015:09:24:02:47:15]	_________[ Popup System ] ClosePopup() : Success ID = 0, Class = class T::CUIWaitingReplyFromBillingServerPopup,  Message = WaitingReplyFromBillingServer
[2015:09:24:02:47:15]	[GS_BILLING] FeeBalanceInfo::NotifyComplete
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 1, Class = FeeBalanceInfo, Order = 3/3
[2015:09:24:02:47:15]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 1 Scheduling Done.
[2015:09:24:02:47:15]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 0, Class = class T::CUIWaitingReplyFromBillingServerPopup, Count = 1
[2015:09:24:02:47:24]	[ Framework System ] EndRegistration() : Framework = Title
[2015:09:24:02:47:24]	sCCSettingData::SeteGAME_MODE 게임모드 변경 i_eGAME_MODE : 4
[2015:09:24:02:47:24]	sCCSettingData::SetTournamentTypeGame bTournament : 0, i_bTournament : 0, iTournamentNumber : 0, iTournamentRoundNumber 0
[2015:09:24:02:47:24]	[ Framework System ] StartRegistration() : Framework = Player settings
<<Change_Frame_In_Lobby>> FrameID : 4
[2015:09:24:02:47:24]	[GS_BILLING] Change game type, mode = 4, type = 3
[2015:09:24:02:47:24]	[GS_BILLING] Change selected cc, id = -1
[2015:09:24:02:47:24]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:24]	[GS_BILLING] Change course, iNumCourses, 2, iStartHole, 0, iTotalHoles, 18,
[2015:09:24:02:47:24]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:24]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:24]	[ Framework System ] ChangeRegistration() : Framework = Player settings
[2015:09:24:02:47:26]	_________[ Schedule System ] CreateWorker() : ID = 2, Infinite = false 
[2015:09:24:02:47:26]	[LOGIN] CPlayerGuestLoginScheduler::ResetScheduler
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 2, Class = CPlayerGuestLoginScheduler, Order = 1/6
[2015:09:24:02:47:26]	_________[ Popup System ] OpenPopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup, LifeTime = -1.000000
[2015:09:24:02:47:26]	[LOGIN] CPlayerRegistration::RequestPlayerRegisterWithGuest
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 2, Class = CPlayerGuestLoginScheduler, Order = 2/6
[2015:09:24:02:47:26]	_________[ Popup System ] PopupExternalInterface() : Command = getNotificationSmallData, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 1
[2015:09:24:02:47:26]	SendUserLogin eGuest_Login GuestName= [<$:13F54737565776>], NickName= [Player1],
[2015:09:24:02:47:26]	_________[ Popup System ] PopupExternalInterface() : Command = openPopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 1
[2015:09:24:02:47:26]	[CNetManager::]ProcUserMsg wHeader = 18 wMsgIdx = 0
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 2, Class = CPlayerGuestLoginScheduler, Order = 3/6
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 2, Class = CPlayerGuestLoginScheduler, Order = 4/6
[2015:09:24:02:47:26]	[LOGIN] CPlayerGuestLoginScheduler::AddPlayerToSlot
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 2, Class = CPlayerGuestLoginScheduler, Order = 5/6
[2015:09:24:02:47:26]	[LOGIN] CPlayerGuestLoginScheduler::NotifyComplete
[2015:09:24:02:47:26]	_________[ Popup System ] ClosePopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup,  Message = LoginProcess
[2015:09:24:02:47:26]	[LOGIN] CPlayerRegistration::StartLoginCompleteScheduler
[2015:09:24:02:47:26]	_________[ Schedule System ] CreateWorker() : ID = 3, Infinite = false 
[2015:09:24:02:47:26]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:26]	_________[ Popup System ] OpenPopup() : Success ID = 35, Class = class CEmptyPopup, LifeTime = -1.000000
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 2, Class = CPlayerGuestLoginScheduler, Order = 6/6
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 1/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 2 Scheduling Done.
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 2/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 3/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 4/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 5/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 6/7
[2015:09:24:02:47:26]	[LOGIN] CPlayerLoginCompleteScheduler::NotifyComplete
[2015:09:24:02:47:26]	_________[ Popup System ] ClosePopup() : Success ID = 35, Class = class CEmptyPopup,  Message = 
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 3, Class = CPlayerLoginCompleteScheduler, Order = 7/7
[2015:09:24:02:47:26]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 3 Scheduling Done.
[2015:09:24:02:47:26]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:26]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 35, Class = class CEmptyPopup, Count = 1
[2015:09:24:02:47:27]	_________[ Schedule System ] CreateWorker() : ID = 4, Infinite = false 
[2015:09:24:02:47:27]	[LOGIN] CPlayerAccountLoginScheduler::ResetScheduler
[2015:09:24:02:47:27]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 4, Class = CPlayerAccountLoginScheduler, Order = 1/8
[2015:09:24:02:47:27]	_________[ Popup System ] OpenPopup() : Success ID = 7, Class = class T::CUIPlayerLoginPopup, LifeTime = -1.000000
[2015:09:24:02:47:27]	_________[ Popup System ] PopupExternalInterface() : Command = getLoginPopUpData, ID = 7, Class = class T::CUIPlayerLoginPopup, Count = 1
[2015:09:24:02:47:27]	_________[ Popup System ] PopupExternalInterface() : Command = openPopUp, ID = 7, Class = class T::CUIPlayerLoginPopup, Count = 1
[2015:09:24:02:47:36]	_________[ Popup System ] PopupExternalInterface() : Command = checkLoginData, ID = 7, Class = class T::CUIPlayerLoginPopup, Count = 1
[2015:09:24:02:47:36]	[LOGIN] CPlayerRegistration::RequestPlayerRegisterWithID
[2015:09:24:02:47:36]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 2/8
[2015:09:24:02:47:36]	_________[ Popup System ] OpenPopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup, LifeTime = -1.000000
[2015:09:24:02:47:36]	[LOGIN] CPlayerRegistration::StartLoginPopupScheduler
[2015:09:24:02:47:36]	_________[ Schedule System ] CreateWorker() : ID = 5, Infinite = false 
[2015:09:24:02:47:36]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 5, Class = CPlayerLoginAuthorizationScheduler, Order = 1/2
[2015:09:24:02:47:36]	_________[ Popup System ] PopupExternalInterface() : Command = getNotificationSmallData, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:36]	SendUserLogin eID_Login ID= [<$:130347375647>] 
[2015:09:24:02:47:36]	_________[ Popup System ] PopupExternalInterface() : Command = openPopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:36]	[CNetManager::]ProcUserMsg wHeader = 1 wMsgIdx = 0
[2015:09:24:02:47:36]	[CNetManager::RecvError] pError->wErrHeader : 19 , pError->btErrorCode : 7
[2015:09:24:02:47:36]	[LOGIN] CPlayerRegistration::FailedPlayerRegistrationForWrongIDPW
[2015:09:24:02:47:36]	_________[ CScheduleWorker ] ResultSchedule() : Fail Result ID = 5, Class = CPlayerLoginAuthorizationScheduler, Order = 2/2 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[2015:09:24:02:47:36]	_________[ Popup System ] ClosePopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup,  Message = LoginProcess
[2015:09:24:02:47:36]	[LOGIN] CPlayerLoginAuthorizationScheduler::NotifyFailedByUser - Current Error : 202, ErrorCode : 1104
[2015:09:24:02:47:36]	[LOGIN] CPlayerRegistration::FailedLoginAuthorization , Current Error : 202,  ErrorCode : 1104
[2015:09:24:02:47:36]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:40]	_________[ Popup System ] PopupExternalInterface() : Command = checkLoginData, ID = 7, Class = class T::CUIPlayerLoginPopup, Count = 1
[2015:09:24:02:47:40]	[LOGIN] CPlayerRegistration::RequestPlayerRegisterWithID
[2015:09:24:02:47:40]	_________[ Popup System ] OpenPopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup, LifeTime = -1.000000
[2015:09:24:02:47:40]	[LOGIN] CPlayerRegistration::StartLoginPopupScheduler
[2015:09:24:02:47:40]	_________[ Schedule System ] CreateWorker() : ID = 6, Infinite = false 
[2015:09:24:02:47:40]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 6, Class = CPlayerLoginAuthorizationScheduler, Order = 1/2
[2015:09:24:02:47:40]	_________[ Popup System ] PopupExternalInterface() : Command = getNotificationSmallData, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:40]	SendUserLogin eID_Login ID= [<$:130347375647>] 
[2015:09:24:02:47:40]	_________[ Popup System ] PopupExternalInterface() : Command = openPopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 2
[2015:09:24:02:47:40]	[CNetManager::]ProcUserMsg wHeader = 19 wMsgIdx = 0
[2015:09:24:02:47:40]	RecvTourLoginResult :  btResultCode : 0 
[2015:09:24:02:47:40]	[LOGIN] CPlayerRegistration::ReceiveAccountAuthorization, User = 944638
[2015:09:24:02:47:40]	Is_TournamentExcludeRankUser default:  btResultCode : 0 
[2015:09:24:02:47:40]	Is_TournamentExcludeRankUser default:  btResultCode : 0 
[2015:09:24:02:47:40]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 3/8
[2015:09:24:02:47:40]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 6, Class = CPlayerLoginAuthorizationScheduler, Order = 2/2
[2015:09:24:02:47:40]	[LOGIN] RequestAccountDetailedInfoToGameServer
[2015:09:24:02:47:40]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 6 Scheduling Done.
[2015:09:24:02:47:41]	[CNetManager::]ProcUserMsg wHeader = 511 wMsgIdx = 0
[2015:09:24:02:47:41]	[GAME] TNetListener::RecvTrophyGet User = <$:130347375647> , TrophyCount = 0
[2015:09:24:02:47:41]	[LOGIN] CPlayerRegistration::ReceiveTrophyFromGameServer
[2015:09:24:02:47:41]	[LOGIN] nick image download complete, 944638
[2015:09:24:02:47:41]	[CNetManager::]ProcUserMsg wHeader = 204 wMsgIdx = 0
[2015:09:24:02:47:41]	CNetManager::RecvMyStatRes
[2015:09:24:02:47:41]	[LOGIN] CPlayerRegistration::ReceiveAccountDetailedInfo
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 4/8
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 5/8
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 6/8
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 4, Class = CPlayerAccountLoginScheduler, Order = 7/8
[2015:09:24:02:47:41]	[LOGIN] CPlayerAccountLoginScheduler::NotifyComplete
[2015:09:24:02:47:41]	_________[ Popup System ] ClosePopup() : Success ID = 0, Class = class T::CUIPlayerAlertPopup,  Message = LoginProcess
[2015:09:24:02:47:41]	_________[ Schedule System ] CreateWorker() : ID = 7, Infinite = false 
[2015:09:24:02:47:41]	[LOGIN] CPlayerRegistration::StartLoginCompleteScheduler
[2015:09:24:02:47:41]	_________[ Schedule System ] CreateWorker() : ID = 8, Infinite = false 
[2015:09:24:02:47:41]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:41]	_________[ Popup System ] OpenPopup() : Success ID = 35, Class = class CEmptyPopup, LifeTime = -1.000000
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 4, Class = CPlayerAccountLoginScheduler, Order = 8/8
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 7, Class = CPlayerLogoutScheduler, Order = 1/5
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 8, Class = CPlayerLoginCompleteScheduler, Order = 1/7
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 4 Scheduling Done.
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutScheduler::RequestPlayerDeletionToBillingSystem
[2015:09:24:02:47:41]	_________[ Popup System ] ClosePopup() : Success ID = 7, Class = class T::CUIPlayerLoginPopup,  Message = COMPLETE
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ResultSchedule() : Success Result ID = 7, Class = CPlayerLogoutScheduler, Order = 2/5
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutScheduler::RequestPlayerDeletionToGameServer
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 7, Class = CPlayerLogoutScheduler, Order = 3/5
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutScheduler::RemovePlayerFromSlot
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 7, Class = CPlayerLogoutScheduler, Order = 4/5
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutScheduler::NotifyComplete
[2015:09:24:02:47:41]	[LOGOUT] CPlayerDeletion::StartLogoutCompleteScheduler
[2015:09:24:02:47:41]	_________[ Schedule System ] CreateWorker() : ID = 9, Infinite = false 
[2015:09:24:02:47:41]	_________[ Popup System ] OpenPopup() : Failed ID = 35, Class = class CEmptyPopup
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 7, Class = CPlayerLogoutScheduler, Order = 5/5
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 9, Class = CPlayerLogoutCompleteScheduler, Order = 1/3
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 7 Scheduling Done.
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutCompleteScheduler::CompleteDeletion
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 9, Class = CPlayerLogoutCompleteScheduler, Order = 2/3
[2015:09:24:02:47:41]	[LOGOUT] CPlayerLogoutCompleteScheduler::NotifyComplete
[2015:09:24:02:47:41]	_________[ Popup System ] ClosePopup() : Success ID = 35, Class = class CEmptyPopup,  Message = 
[2015:09:24:02:47:41]	[BILLING] Game Mode = 4 , Game Type = 3
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] ExcuteSchedule() : Success Excute ID = 9, Class = CPlayerLogoutCompleteScheduler, Order = 3/3
[2015:09:24:02:47:41]	_________[ CScheduleWorker ] CheckSuccessSchedule() : ID = 9 Scheduling Done.
[2015:09:24:02:47:41]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 0, Class = class T::CUIPlayerAlertPopup, Count = 3
[2015:09:24:02:47:41]	_________[ Popup System ] PopupExternalInterface() : Command = closePopUp, ID = 7, Class = class T::CUIPlayerLoginPopup, Count = 2
